"職缺內容","公司名稱","產業別","工作內容","地區","薪資","網址"
"資料採集與處理工程師","新加坡商胖迪科技股份有限公司台灣分公司","網際網路相關業","資料集，包括但不限於以下工作內容：
1.⁠ ⁠基於分析、模擬、逆向工程等手段取得網路公開資料；
2.⁠ ⁠透過技術手段提高資料採集的品質和數量；
3.⁠ ⁠參與NLP大模型的資料清洗工作，包括但不限於資料格式轉換，內容抽取等；
4.⁠ ⁠深入了解","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8fvp9?jobsource=n_my104_search"")"
"LO【數據工程師】","零壹科技股份有限公司_Zero One Tech","電腦系統整合服務業","1. 數據湖、數據中台、資料庫及資料倉儲系統規劃、設計與監控管理
2. 數據來源收集、整理、儲存、分析等數據工作流（Data Ppipeline／ETL）之建置與開發
3. 數據視覺化呈現工具、預測模型、人工智慧（AI）的應用開發
4. 持續學習","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ddnm?jobsource=n_my104_search"")"
"數據工程師","中國化學製藥股份有限公司","藥品製造業","1.數據處理 - 建立資料倉儲、資料湖，ETL 工具與流程 
2.數據串接 - 協助串接內外部資料，應用資料 
3.系統優化 - 程式碼與文件維護、效能優化
~熟悉視覺化軟體如 Tableau, Power BI 者加分~

","台北市中正區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a8zz?jobsource=n_my104_search"")"
"【顧問部】資料應用架構設計師、資料整合開發工程師 (SD/PG)-318B","KPMG_安侯建業聯合會計師事務所","會計服務業","1. 參與金融業風險管理相關系統開發
2. 協助進行資料倉儲、資料市集、資料應用模型規劃與建置
3. 協助執行各項金融主題大數據分析與儀表板建置
","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/1x7w9?jobsource=n_my104_search"")"
"資料助理工程師","廣晉軟體股份有限公司","電腦系統整合服務業","
需要條件：
1.具SQL基本能力
2.資管相關科系【應屆畢可、具高度學習意願】

主要工作內容：
1.各項資料盤點與蒐集，並分析其資料流程。
2.資料倉儲 ETL 流程規劃、設計
3.資料品質之監控與管理，及對應機制的建立
4.需求分析、溝通、","台北市內湖區","月薪32,000~38,000元","=HYPERLINK(""http:////www.104.com.tw/job/8761m?jobsource=n_my104_search"")"
"PLSQL ETL工程師","一騰資訊服務股份有限公司","電腦軟體服務業","【職務需求】
1. PLSQL程式能力
2. 具備ETL概念及熟悉SQL語法

【工作內容】
1. 開發文件撰寫
2. 程式開發
3. 主管交付事宜

【在這裡你可以】
● 參與銀行系統專案，踏入金融產業的好跳板，獲得更多銀行微服務業務邏輯的經驗","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87wai?jobsource=n_my104_search"")"
"【數位驅動】資料科學工程師_數據應用 (數數發中心, DDT)_I00014665","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【職務說明","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a39r?jobsource=n_my104_search"")"
"Operation Engineer","美商西雲有限公司在臺辦事處","工商顧問服務業","1.	與IT團隊合作進行網路基礎架構的開發與維護。
2.	提供用戶端技術支援、執行故障排除並解決網路問題
3.	維護 Internet 網域並增強 Intranet 效能
4.	對電腦、路由器、數據機和伺服器之間的通訊運行診斷測試。
5.	為用戶端安裝、設定和更新網路配件。
6.	優化伺服器容量和效能以滿足網路流量的需求。
7.	制定資料安全，備份，封存以及復原的流程。
8.	培訓初級IT人員，為現場技術人員提供遠端技術支援。
9.	增強網路安全，並記錄網路流程、維修和佈線佈局。
10.	持續吸收與了解進階的網路基礎設施和技術。
11.	技術文件資料庫建立與彙整。","台北市中山區","月薪45,000~70,000元","=HYPERLINK(""http:////www.104.com.tw/job/848x6?jobsource=hotjob_chr"")"
"資料倉儲專案主管(內湖總公司)","昇恒昌股份有限公司","其他零售業","1.主導數據倉儲改建專案及專案管理
2.Data Warehouse之導入、建置、管理
3.具有ETL、Data model設計能力
4.具有Teradata經驗者佳
5.跨部門溝通數據相關事務","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8excp?jobsource=n_my104_search"")"
"I107 資料分析/數據工程師(可遠端工作)","台灣大哥大股份有限公司","電信相關業","角度思考，提出各種可行的方案

A.	資料工程：
	■負責資料擷取及處理之ETL開發及維運
	■負責通路報表系統優化
	■通路業績日月報相關需求開發與維運
	■雲端通路即時戰報相關需求開發與維運

B.	資料分析：
	■負責數據資安產品開發
	■負","台北市大安區","月薪34,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/7osnc?jobsource=n_my104_search"")"
"調查研究專題中心-資料工程師","中央研究院_人文社會科學研究中心","其他教育服務業","參與跨媒體影像辨識、自然語言處理、機器學習等相關技術，並結合問卷調查資料分析，研究重要社會議題。

1. 爬蟲程式開發與維護。
2. 資料處理（以Pandas為主，並熟悉各類檔案、資料庫資料存取）。
3. 資料分析（可重現相關研究分析，並改動、客","台北市南港區","月薪37,240元以上","=HYPERLINK(""http:////www.104.com.tw/job/8cywt?jobsource=n_my104_search"")"
"數據工程師Data Engineer","統一資訊股份有限公司","電腦系統整合服務業","效能精進有興趣之人才，與我們攜手打造貼近客戶運用之數據服務。

【工作內容】
1. 熟悉資料倉儲與數據湖概念，進行數據清洗、資料整備等相關數據轉換與整合。
2. 熟悉數據工程的ETL流程，處理數據開發、自動化、測試、監控、佈署等相關技術解決方案。","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/4bma8?jobsource=n_my104_search"")"
"科技金融_營運作業資料庫(ODS)系統程式人員","O-Bank_王道商業銀行股份有限公司","銀行業","1.營運作業資料庫(ODS)報表開發及維護
2.數據中介平台以及API程式開發及維護
3.ETL資料轉換、批次排程設計、批次作業效能調校","台北市內湖區","月薪38,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/85mpo?jobsource=n_my104_search"")"
"資料庫開發工程師","凱衛資訊股份有限公司","電腦系統整合服務業","我們正在尋找資料庫應用開發人員，業務擴展中正在徵求夥伴加入！
專案為【反洗錢專案】，必要時須派駐到金融單位。

《我們在找這樣的夥伴》
【必要條件】
熟悉Oracle或MS SQL或MySQL資料庫應用

【加分條件】
具ETL或Pentaho使","台北市松山區","月薪33,000~45,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dkyp?jobsource=n_my104_search"")"
"策略發展_數據智能人員","O-Bank_王道商業銀行股份有限公司","銀行業","1.執行本行數據治理應用發展策略行動計畫，以數據科技為核心驅動各業務場景轉型升級。
2.協助並促進跨單位數據應用合作，有效運用合作成效發揮數據影響力。
3.協助規劃、整合及打造高效大數據智能平台，持續強化穩定發展之數據工程基石。
4.數據科技平台","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8c88n?jobsource=n_my104_search"")"
"資深資料科學顧問 Senior Data Consultant","英屬開曼群島商萬里雲互聯股份有限公司台灣分公司","電腦軟體服務業","BigQuery、Amazon Redshift、RDBMS、NoSQL使用經驗，深入了解雲端資料倉儲和資料庫服務。
- 具備研究定義問題能力，找出問題根因並提出創新的資料驅動解決方案。
- 具備商業思維，能將資料工程解決方案與業務目標相結合。
- 具備實際系統","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6gj80?jobsource=n_my104_search"")"
"1. AI資料工程師(AI網站系統)","易勝資訊股份有限公司","電腦軟體服務業","　
【必要條件】
✔ 精通Python語言，具備實現複雜數據處理和分析的能力
✔ 設計並實現RAG pipeline，將資料檢索與生成模型結合
✔ 負責構建和維護資料檢索系統，優化查詢效率和結果準確性
✔ 使用向量數據庫進行資料存儲和檢索
✔ 熟","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8f6qn?jobsource=n_my104_search"")"
"ETL 資料分析程式設計師","碩誠國際股份有限公司","電腦軟體服務業"," Oracle)經驗，熟悉DB架構及基本設定。
2. 熟悉資料庫工具操作(如Oracle SQL Developer, SQL Server Managerment Studio)。
3. 熟悉Windows及Linux等作業系統基本操作。
4. 有ETL開發","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6f1b4?jobsource=n_my104_search"")"
"集團聯合稽核總部/資料工程師(台北遠企)","遠東新世紀股份有限公司","紡織成衣業","【工作內容】
1.開發/維護爬蟲程式，取得網站資料轉入資料庫。
2.開發/維護ETL程式，將來源資料映射到資料庫，並提供資料集給商業分析工具。
3.開發自然語言處理工具，簡稱NLP，須熟悉自然語言模型。
4.建置提詞(Prompt)工程，提高","台北市大安區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/70m44?jobsource=n_my104_search"")"
"資料工程師","關貿網路股份有限公司","電腦系統整合服務業","1.Hadoop-based應用系統開發維護及專案支援。
2.巨量資料處理及ETL架構規劃及開發。
3.熟悉java，會R或Python撰寫分析演算法程式尤佳。","台北市南港區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/4ftgq?jobsource=n_my104_search"")"
"資深後端軟體工程師","滾石移動股份有限公司","網際網路相關業","(1)依業務/PM需求開發應用軟體, 維護Qport及CMS系統，並持續優化並增加功能及串接平台服務
(2)管理資料庫/資料倉儲,與數據工程師合作, 搭建巨量數據資料分析與應用服務
(3)熟悉並掌握 AWS 服務/架構, 應用於 Backend","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8acu0?jobsource=n_my104_search"")"
"後端軟體工程師","滾石移動股份有限公司","網際網路相關業","(1)依業務/PM需求開發應用軟體, 維護Qport及CMS系統，並持續優化並增加功能及串接平台服務
(2)管理資料庫/資料倉儲,與數據工程師合作, 搭建大數據資料分析與應用服務
(3)熟悉並掌握 AWS 服務/架構, 應用於 Backend 服","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a4tl?jobsource=n_my104_search"")"
"台灣總部 - DTS Data Engineer (資料工程師)","必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司","其他餐飲業"," efficiency.
開發：建立、維護及優化資料管道和資料庫。確保資料品質和效率。
•	Maintenance: Monitor data systems, perform backups, and keep databases up-to-","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/899dl?jobsource=n_my104_search"")"
"RD20100 Data Engineer 數據工程師","華碩電腦股份有限公司","電腦及其週邊設備製造業","1. 負責數據建模,資料倉儲,BI系統開發維運發                            
2. 設計與開發ETL程式                            
3. 負責Big Data分析處理","台北市北投區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7ba34?jobsource=n_my104_search"")"
"資料工程師Data Engineer_0387","遊戲橘子數位科技股份有限公司","其它軟體及網路相關業","1.大數據平台(gcp)維護及開發
2.Develop, operate, and monitor ETL for data collection, cleansing, processing, storage, and analytics
3.","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/746f3?jobsource=n_my104_search"")"
"Data Architect 數據架構師","鑫享科技有限公司","電腦軟體服務業"," candidate will have extensive experience in ETL processes, data modeling, and data governance. You will work closely with","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ey1p?jobsource=n_my104_search"")"
"資訊處-數據工程師","永豐商業銀行股份有限公司","銀行業","1. 資料倉儲及ETL維運營及監控，包含各式問題排解及簡化監控方式
2. 數據平台資料導入的自動化流程設計及開發
3. 建立ETL Server與上下游各系統的串接管道
4. ETL相關SQL撰寫
5. 大數據應用開發測試驗證
6. 系統日常維運","台北市松山區","月薪38,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/87gr6?jobsource=n_my104_search"")"
"【數位驅動】資料科學工程師_Data (數數發中心，DDT)_I00011494","國泰世華商業銀行股份有限公司_人力資源部","銀行業","1. Hive資料市集設計、開發、管理維護
2. ETL 問題追蹤與管理
3. 資料處理與整合
4. 用資料導向概念提升各類業務，並導入系統以加強各項資料應用
5. 協助資料研究及分析過程中需要的資料處理
6. 導檔排程優化/維運
7. 協助導檔","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87176?jobsource=n_my104_search"")"
"DataStage ETL 數據工程師","一騰資訊服務股份有限公司","電腦軟體服務業"," 熟悉Python語法
4. 具備Teradata或其他資料倉儲管理及開發經驗
5. 具備ETL邏輯梳理、規劃、及文件產出能力","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/80o7m?jobsource=n_my104_search"")"
"【資訊板塊】資料科學工程師 (數數發中心,DDT)","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【職務說明 What will you do】
1.數據介接、清洗、處理與數據模型的程式開發
2.網路爬蟲、數據工程 API 程式撰寫
3.與數據分析師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發
4.ETL Pipline 的工具","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7veyg?jobsource=n_my104_search"")"
"數據倉儲工程師（DW Engineer）","拍付國際資訊股份有限公司","網際網路相關業","【工作職責】
- 設計、開發及維護ETL流程，以確保數據的準確性和一致性。
- 撰寫及優化存儲程序，以提高數據處理效率。
- 分析和理解業務需求，並將其轉化為數據解決方案。
- 負責數據的生成和報表的製作。
- 確保數據倉儲系統的性能和穩定性，並","台北市大安區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ekcp?jobsource=n_my104_search"")"
"Data Engineer","睿控網安股份有限公司","電腦軟體服務業","我們正在尋找一位資料工程師，該職位將負責設計和構建資料管道和資料基礎設施，支持公司各種資料分析和財務預測項目的順利進行。您將與資料分析師合作，確保資料的準確性、一致性和高效處理。

職責：
1.	資料集成與ETL流程
	- 設計和實施ETL（提取","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8b9pi?jobsource=n_my104_search"")"
"60146S0_商業智慧系統及數據工程師","神通資訊科技股份有限公司","電腦系統整合服務業","具強烈企圖心和創意，有開放學習的態度與團隊合作的精神，積極主動、學習力強、有熱誠、執行力強、有獨立思考能力。本職務須可自我管理，並對工作有高度責任感。對相關商業智慧、數據工程有興趣者，工作內容:
1.	熟悉資料庫概念，進行資料整備、Data","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/85nbl?jobsource=n_my104_search"")"
"數據工程師-東南亞金融科技發展（數數發中心, DDT）_I00016862","國泰金控_國泰金融控股股份有限公司","金融控股業","務專案, 執行端到端大數據解決專案 (包含但不限於):
       (A) 策劃暨協助建置Big Data 基礎架構
       (B) 設計暨執行內外部數據蒐集及導入機制，包含資料加值處理及結果驗證
       (C) 開發暨上線數據服務等","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8bddr?jobsource=n_my104_search"")"
"資料分析師 (Data Analyst)","智域國際股份有限公司","電腦系統整合服務業","
與客戶溝通訪談確認分析需求以建立分析議題。

1. 根據不同議題、資料來源，設計資料模型，並以視覺化報表的形式呈現分析結果。
2. 與工程師合作架構資料倉儲系統並規畫整合數個倉儲系統為資料平台。
3. 建立Machine Learning預測模","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6fpnp?jobsource=n_my104_search"")"
"Q005Q71_資料分析工程師","神通資訊科技股份有限公司","電腦系統整合服務業","串接等工作。
4.	研發方向: 特徵工程/機器學習、深度/強化學習等AI分析技術於機械加工產業或土木災防之應用。

※工作待遇：將依學經歷進行敘薪。","台北市內湖區","月薪40,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8bjdj?jobsource=n_my104_search"")"
"資深資料工程師","緯來電視網股份有限公司","電視業","1. 依據業務需求建立、管理以及維運資料庫 (關聯資料庫或非關聯資料庫)。
2. 建立、維運以及持續優化所需的data pipeline。
3. 確保所有數據生命週期階段數據完整性和品質。","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8b6h3?jobsource=n_my104_search"")"
"資料工程師(台北地區)","福能股份有限公司","光電產業","1. 分析和組織原始數據
2. 構建數據系統和管道
3. 評估業務需求和目標
4. 進行複雜的數據分析並報告結果
5. 為規範性和預測性建模準備數據
6. 結合不同來源的原始信息
7. 探索提高數據質量和可靠性的方法
8. 在多個項目中與數據科學家和架構師合作 
","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7r15r?jobsource=n_my104_search"")"
"工程資料處理專員(總公司)","安倉營造股份有限公司","建築工程業","1.行政資料處理與歸檔作業。
2.根據需求，協助編寫Excel巨集、VBA。
3.主管交辦事項。","台北市中山區","月薪50,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dxar?jobsource=n_my104_search"")"
"FinTech資料工程師(台北)【BU68-FHA】","敦陽科技股份有限公司","電腦系統整合服務業","1. 國際FinTech金融科技軟體系統的導入建置、測試及維護
2. 與國外軟體工程師共同解決軟體系統相關問題
3. 金融系統整合之客製化軟體開發，例如：數據資料處理、AI模型建置
4. FinTech金融科技技術、產品研究，例如：洗錢防制(","台北市內湖區","月薪30,000~70,000元","=HYPERLINK(""http:////www.104.com.tw/job/4bs41?jobsource=n_my104_search"")"
"資料治理/資料倉儲/商業智慧應用解決方案顧問 (Data Governance/DW/BI/Presales)","聯合通商電子商務股份有限公司","電腦軟體服務業","1. 負責公司DW,BI相關的產品及方案介紹 
2. 負責Pre-Sale階段之DW,BI相關解決方案規劃及建議書撰寫／POC。
3. 與業務團隊協作並維繫客戶關係，共同挖掘商機。
4. 對資料治理大數據議題有興趣，願意與團隊創造及規劃新方案。
","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/2yb67?jobsource=n_my104_search"")"
"開發工程師","南山產物保險股份有限公司","產物保險業","1. BW/4 HANA
2. 管理報表開發
3. 需求分析與解決方案設計
4. SAP HANA 資料倉儲","台北市中正區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7hg37?jobsource=n_my104_search"")"
