"職缺內容","公司名稱","產業別","工作內容","地區","薪資","網址"
"資深後端軟體工程師","滾石移動股份有限公司","網際網路相關業","(1)依業務/PM需求開發應用軟體, 維護Qport及CMS系統，並持續優化並增加功能及串接平台服務
(2)管理資料庫/資料倉儲,與數據工程師合作, 搭建巨量數據資料分析與應用服務
(3)熟悉並掌握 AWS 服務/架構, 應用於 Backend","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8acu0?jobsource=n_my104_search"")"
"資料工程師/後端工程師_13309","和碩集團_和碩聯合科技股份有限公司","電腦及其週邊設備製造業","減少開發時程，使用簡易清楚的操作介面進行效能監控與資料分析。
目前團隊主要負責資料工程、後端工程、DevOps與生成式AI四大領域，經過幾年的經驗累積，已在公司內部建立了許多成功的案例及數據分析系統。

本次職缺為 資料工程師&後端工程師
本團隊常","台北市北投區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8dnj3?jobsource=n_my104_search"")"
"【顧問部】資料應用架構設計師、資料整合開發工程師 (SD/PG)-318B","KPMG_安侯建業聯合會計師事務所","會計服務業","1. 參與金融業風險管理相關系統開發
2. 協助進行資料倉儲、資料市集、資料應用模型規劃與建置
3. 協助執行各項金融主題大數據分析與儀表板建置
","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/1x7w9?jobsource=n_my104_search"")"
"Data Engineer","睿控網安股份有限公司","電腦軟體服務業","我們正在尋找一位資料工程師，該職位將負責設計和構建資料管道和資料基礎設施，支持公司各種資料分析和財務預測項目的順利進行。您將與資料分析師合作，確保資料的準確性、一致性和高效處理。

職責：
1.	資料集成與ETL流程
	- 設計和實施ETL（提取","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8b9pi?jobsource=n_my104_search"")"
"資料工程師","關貿網路股份有限公司","電腦系統整合服務業","1.Hadoop-based應用系統開發維護及專案支援。
2.巨量資料處理及ETL架構規劃及開發。
3.熟悉java，會R或Python撰寫分析演算法程式尤佳。","台北市南港區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/4ftgq?jobsource=n_my104_search"")"
"DataStage ETL 數據工程師","一騰資訊服務股份有限公司","電腦軟體服務業"," 熟悉Python語法
4. 具備Teradata或其他資料倉儲管理及開發經驗
5. 具備ETL邏輯梳理、規劃、及文件產出能力","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/80o7m?jobsource=n_my104_search"")"
"Senior Java Backend Developer 資深後端工程師","電碼科技有限公司","電腦軟體服務業","【工作內容】
1. 使用微服務架構開發高併發性和可擴充的後端服務
2. 整合第三方 API
3. 最佳化應用程序和 Data Pipeline，以取得最大性能和可擴充性
4. 追求極致，凝聚正向的工程師文化

【職務條件】
1. 5+年後端開發經驗
2. 熟練掌握 SpringBoot 和 SpringCloud
3. 熟悉微服務和分散式系統
4. 熟悉基本資料結構和演算法
5. 熟悉 Kafka 或 RabbitMQ
6. SQL / noSQL 資料庫的實務經驗（MySQL / Redis / MongoDB)
7. 對區塊鏈有濃厚興趣，並能積極學習新技術
8. 能夠分解複雜問題並提出可行的技術解決方案

【加分條件】
1. 熟悉 Docker 和 Kubernetes
2. 瞭解不同以太坊第二層操作原則（ZK Rollup、Optimistic Rollup、Side-chain)
3. 瞭解區塊鏈的智能合約開發
4. AWS 雲服務的使用經驗

【面試流程】
1. 線上面試 (30 - 40 分鐘)
2. On-site 技術面試 (約 2 - 3 小時)
3. On-site HR 面試 (約 30 分鐘)

[Responsibilities]
1. Develop a highly concurrent and scalable backend service using microservices.
2. 3rd-party API integrations
3. Optimize applications and data pipelines for maximum performance and scalability.
4. Foster a positive engineering culture by setting the standard and leading by example.

[Qualifications]
1. 5+ years of backend development experience.
2. Proficiency in SpringBoot and SpringCloud.
3. Familiarity with microservices and distributed systems.
4. Knowledge of fundamental data structures and algorithms.
5. Familiarity with Kafka or RabbitMQ.
6. Strong skills in both SQL and noSQL databases (MySQL / Redis / MongoDB).
7. Strong passion for blockchain and the ability to proactively learn new technologies.
8. Capable of dissecting complex problems and proposing viable technical solutions.

[Preferred Qualifcations]
1. Familiarity with Docker and Kubernetes
2. Understanding of different Ethereum Layer 2 operation principles (ZK Rollup, Optimistic Rollup, Side-chain)
3. Knowledge of Blockchain Smart Contract development.
4. Hands-on experience in cloud computing, AWS preferred

[Interview Process]
1. Online live-coding interview (30 - 40 minutes)
2. On-site technical interview (approximately 2-3 hours)
3. On-site HR interview (approximately 30 minutes)
","台北市信義區","年薪800,000~1,800,000元","=HYPERLINK(""http:////www.104.com.tw/job/86qrh?jobsource=hotjob_chr"")"
"iOS APP Developer (TOC)","城邦媒體控股集團_城邦文化事業股份有限公司","雜誌／期刊出版業","1. iOS APP開發/測試/上架及維護
2. 負責原生APP SDK整合應用
3. 協助資料分析/追蹤以及提供產品建議
4. APP應用研發工作
","台北市南港區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8fb0b?jobsource=hotjob_chr"")"
"I107 資料分析/數據工程師(可遠端工作)","台灣大哥大股份有限公司","電信相關業","角度思考，提出各種可行的方案

A.	資料工程：
	■負責資料擷取及處理之ETL開發及維運
	■負責通路報表系統優化
	■通路業績日月報相關需求開發與維運
	■雲端通路即時戰報相關需求開發與維運

B.	資料分析：
	■負責數據資安產品開發
	■負","台北市大安區","月薪34,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/7osnc?jobsource=n_my104_search"")"
"資深資料科學顧問 Senior Data Consultant","英屬開曼群島商萬里雲互聯股份有限公司台灣分公司","電腦軟體服務業","BigQuery、Amazon Redshift、RDBMS、NoSQL使用經驗，深入了解雲端資料倉儲和資料庫服務。
- 具備研究定義問題能力，找出問題根因並提出創新的資料驅動解決方案。
- 具備商業思維，能將資料工程解決方案與業務目標相結合。
- 具備實際系統","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6gj80?jobsource=n_my104_search"")"
"數據工程師 (IDS-資料庫技能與維護)","宏燁資訊股份有限公司","電腦系統整合服務業","因剖析、多面向資料源數據報表假設證明。
4. ETL工具使用。
5. 非結構化資料使用(mongoDB)。 
6. 資料庫集成管理軟體學習(NDB)。
7. 有金融相關經驗佳。
8. 正職職位，必要時需於客戶端駐點。","台北市中正區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/86qk3?jobsource=n_my104_search"")"
"PLSQL ETL工程師","一騰資訊服務股份有限公司","電腦軟體服務業","【職務需求】
1. PLSQL程式能力
2. 具備ETL概念及熟悉SQL語法

【工作內容】
1. 開發文件撰寫
2. 程式開發
3. 主管交付事宜

【在這裡你可以】
● 參與銀行系統專案，踏入金融產業的好跳板，獲得更多銀行微服務業務邏輯的經驗","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87wai?jobsource=n_my104_search"")"
"資深 ETL 程式設計師","志弘資訊股份有限公司","電腦軟體服務業","使用ETL 工具，如: SSIS 、 Informatica PowerCenter，開發資料處理程式。","台北市大同區","月薪40,000~50,000元","=HYPERLINK(""http:////www.104.com.tw/job/7i5kv?jobsource=n_my104_search"")"
"【數位驅動】資料科學工程師_數據應用 (數數發中心, DDT)_I00014665","國泰世華商業銀行股份有限公司_人力資源部","銀行業","【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【主要職責 Who we are looking for】 
負責企業資料倉儲及數據應用平台之建置/開發/管理。 

【職務說明","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a39r?jobsource=n_my104_search"")"
"後端軟體工程師","滾石移動股份有限公司","網際網路相關業","(1)依業務/PM需求開發應用軟體, 維護Qport及CMS系統，並持續優化並增加功能及串接平台服務
(2)管理資料庫/資料倉儲,與數據工程師合作, 搭建大數據資料分析與應用服務
(3)熟悉並掌握 AWS 服務/架構, 應用於 Backend 服","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8a4tl?jobsource=n_my104_search"")"
"60146S0_商業智慧系統及數據工程師","神通資訊科技股份有限公司","電腦系統整合服務業","具強烈企圖心和創意，有開放學習的態度與團隊合作的精神，積極主動、學習力強、有熱誠、執行力強、有獨立思考能力。本職務須可自我管理，並對工作有高度責任感。對相關商業智慧、數據工程有興趣者，工作內容:
1.	熟悉資料庫概念，進行資料整備、Data","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/85nbl?jobsource=n_my104_search"")"
"1. AI資料工程師(AI網站系統)","易勝資訊股份有限公司","電腦軟體服務業","　
【必要條件】
✔ 精通Python語言，具備實現複雜數據處理和分析的能力
✔ 設計並實現RAG pipeline，將資料檢索與生成模型結合
✔ 負責構建和維護資料檢索系統，優化查詢效率和結果準確性
✔ 使用向量數據庫進行資料存儲和檢索
✔ 熟","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8f6qn?jobsource=n_my104_search"")"
"RD20100 Data Engineer 數據工程師","華碩電腦股份有限公司","電腦及其週邊設備製造業","1. 負責數據建模,資料倉儲,BI系統開發維運發                            
2. 設計與開發ETL程式                            
3. 負責Big Data分析處理","台北市北投區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7ba34?jobsource=n_my104_search"")"
"資料庫開發工程師","凱衛資訊股份有限公司","電腦系統整合服務業","我們正在尋找資料庫應用開發人員，業務擴展中正在徵求夥伴加入！
專案為【反洗錢專案】，必要時須派駐到金融單位。

《我們在找這樣的夥伴》
【必要條件】
熟悉Oracle或MS SQL或MySQL資料庫應用

【加分條件】
具ETL或Pentaho使","台北市松山區","月薪33,000~45,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dkyp?jobsource=n_my104_search"")"
"(ETL) Informatica Developer 開發工程師","華威數位財金科技股份有限公司","電腦軟體服務業","- 專案駐點開發 ETL  軟體工程師  
- 金融產業 因應資安問題 軟體開發需在客戶端進行 (駐點)
- 工作地點 台北 1O1
------(相關技能)------
•Bachelor’s degree in computer","台北市信義區","月薪40,000~90,000元","=HYPERLINK(""http:////www.104.com.tw/job/7p3tl?jobsource=n_my104_search"")"
"【顧問部】顧問師/高級顧問師/副理(資料工程顧問)-317317","KPMG_安侯建業聯合會計師事務所","會計服務業","1.協助客戶進行需求分析、外部數據整合應用、資料清理設計與商業分析(BI)規劃
2.協助客戶進行資料市集(Data Mart)規劃、資料清理(ETL)程式開發與商業智慧(BI)建置","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6zvmn?jobsource=n_my104_search"")"
"台灣總部 - DTS Data Engineer (資料工程師)","必勝客Pizza Hut/肯德基KFC_富利餐飲股份有限公司","其他餐飲業"," efficiency.
開發：建立、維護及優化資料管道和資料庫。確保資料品質和效率。
•	Maintenance: Monitor data systems, perform backups, and keep databases up-to-","台北市中山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/899dl?jobsource=n_my104_search"")"
"資料工程師(台北地區)","福能股份有限公司","光電產業","1. 分析和組織原始數據
2. 構建數據系統和管道
3. 評估業務需求和目標
4. 進行複雜的數據分析並報告結果
5. 為規範性和預測性建模準備數據
6. 結合不同來源的原始信息
7. 探索提高數據質量和可靠性的方法
8. 在多個項目中與數據科學家和架構師合作 
","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7r15r?jobsource=n_my104_search"")"
"網管工程師","天義企業股份有限公司","藥品／化妝品及清潔用品零售業","工作內容：
1.Windows AD與Domino Notes郵件系統管理。
2.建置、管理與維護企業各公司網路設備。
3.執行企業資訊安全政策與資料備份
4.使用者軟硬體故障問題排除與技術支援。
5.協助Notes系統測試上線與執行訓練課程
6.協助執行資訊資源需求與編制年度採購預算
7.其他主管交辦事項。","台北市大安區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/4oqsu?jobsource=hotjob_chr"")"
"(年度擴編)Backend Development / 後端工程師","英屬維京群島商瑞嘉耐思科技有限公司台灣分公司","電腦軟體服務業","‧ Develop and operate backend systems related to data collection and data processing. 
‧ Responsible for workflow automation , process optimization and performance tuning. 
‧ Coordinate with technical lead on current programming tasks. 
‧ Continuously learn and improve skills. 
‧ Perform other duties as necessary. ","台北市內湖區","月薪62,162~154,346元","=HYPERLINK(""http:////www.104.com.tw/job/6yqdu?jobsource=hotjob_chr"")"
"數據工程師(平台)","台北富邦商業銀行股份有限公司","銀行業","1. 數據倉儲Hadoop / Cloudera / CDSW平台維運
2. Hadoop ETL程式維運
3. Streaming即時資料導入架構規劃與實作","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7p5ll?jobsource=n_my104_search"")"
"Data Architect 數據架構師","鑫享科技有限公司","電腦軟體服務業"," candidate will have extensive experience in ETL processes, data modeling, and data governance. You will work closely with","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ey1p?jobsource=n_my104_search"")"
"資深資料工程師","緯來電視網股份有限公司","電視業","1. 依據業務需求建立、管理以及維運資料庫 (關聯資料庫或非關聯資料庫)。
2. 建立、維運以及持續優化所需的data pipeline。
3. 確保所有數據生命週期階段數據完整性和品質。","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8b6h3?jobsource=n_my104_search"")"
"工程資料處理專員(總公司)","安倉營造股份有限公司","建築工程業","1.行政資料處理與歸檔作業。
2.根據需求，協助編寫Excel巨集、VBA。
3.主管交辦事項。","台北市中山區","月薪50,000~60,000元","=HYPERLINK(""http:////www.104.com.tw/job/8dxar?jobsource=n_my104_search"")"
"FinTech資料工程師(台北)【BU68-FHA】","敦陽科技股份有限公司","電腦系統整合服務業","1. 國際FinTech金融科技軟體系統的導入建置、測試及維護
2. 與國外軟體工程師共同解決軟體系統相關問題
3. 金融系統整合之客製化軟體開發，例如：數據資料處理、AI模型建置
4. FinTech金融科技技術、產品研究，例如：洗錢防制(","台北市內湖區","月薪30,000~70,000元","=HYPERLINK(""http:////www.104.com.tw/job/4bs41?jobsource=n_my104_search"")"
"數據工程師(專案開發)","台北富邦商業銀行股份有限公司","銀行業","1. 維持數據倉儲ETL Server運營及監控, 包含各式問題排解及簡化監控方式
2. 大數據平台資料導入的自動化流程設計及開發
3. 建立ETL Server與上下游各系統的串接管道","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/7p5mj?jobsource=n_my104_search"")"
"LO【數據工程師】","零壹科技股份有限公司_Zero One Tech","電腦系統整合服務業","1. 數據湖、數據中台、資料庫及資料倉儲系統規劃、設計與監控管理
2. 數據來源收集、整理、儲存、分析等數據工作流（Data Ppipeline／ETL）之建置與開發
3. 數據視覺化呈現工具、預測模型、人工智慧（AI）的應用開發
4. 持續學習","台北市內湖區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8ddnm?jobsource=n_my104_search"")"
"Q005Q71_資料分析工程師","神通資訊科技股份有限公司","電腦系統整合服務業","串接等工作。
4.	研發方向: 特徵工程/機器學習、深度/強化學習等AI分析技術於機械加工產業或土木災防之應用。

※工作待遇：將依學經歷進行敘薪。","台北市內湖區","月薪40,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/8bjdj?jobsource=n_my104_search"")"
"數據工程師 Data Engineer -集團徵才-數據科技(數數發中心, DDT)_I00014628","國泰金控_國泰金融控股股份有限公司","金融控股業","[主要任務]
1. 各項數據資料盤點與蒐集，並進行資料模型設計與管理
2. 因應業務需求支援各類型來源資料串接、資料處理，完善資料倉儲
3. 資料 ETL 流程自動化規劃、設計、開發與監控維護
4. 資料品質之監控與管理，及對應機制的建立
5.","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/87w7s?jobsource=n_my104_search"")"
"資料探勘工程師","禾多移動多媒體股份有限公司","數位內容產業","工作內涵：

1. 擷取、管理、處理(各產品結構與非結構資料)數據，把龐雜的巨量資料整理出脈絡、洞察商機。
2. 整理龐雜的巨量資料(各產品結構與非結構資料等)，以洞察商機。


工作技能：

1. 精通 python
2. 熟悉統計理論與資料探","台北市中山區","年薪650,000~900,000元","=HYPERLINK(""http:////www.104.com.tw/job/4u9yz?jobsource=n_my104_search"")"
"ETL 資料分析程式設計師","碩誠國際股份有限公司","電腦軟體服務業"," Oracle)經驗，熟悉DB架構及基本設定。
2. 熟悉資料庫工具操作(如Oracle SQL Developer, SQL Server Managerment Studio)。
3. 熟悉Windows及Linux等作業系統基本操作。
4. 有ETL開發","台北市松山區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/6f1b4?jobsource=n_my104_search"")"
"[台北總公司] 系統工程師","藥華醫藥股份有限公司","藥品製造業","資料視覺化及建立模型專業能力
3.	資料倉儲維護與優化、內外部資料整合及收集、資料庫預存程序(Tableau Prep)管理
4.	Python 程式開發
5.	其他主管交辦事項
","台北市南港區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/88bw8?jobsource=n_my104_search"")"
"資訊處-數據工程師","永豐商業銀行股份有限公司","銀行業","1. 資料倉儲及ETL維運營及監控，包含各式問題排解及簡化監控方式
2. 數據平台資料導入的自動化流程設計及開發
3. 建立ETL Server與上下游各系統的串接管道
4. ETL相關SQL撰寫
5. 大數據應用開發測試驗證
6. 系統日常維運","台北市松山區","月薪38,000元以上","=HYPERLINK(""http:////www.104.com.tw/job/87gr6?jobsource=n_my104_search"")"
"數據工程師-東南亞金融科技發展（數數發中心, DDT）_I00016862","國泰金控_國泰金融控股股份有限公司","金融控股業","務專案, 執行端到端大數據解決專案 (包含但不限於):
       (A) 策劃暨協助建置Big Data 基礎架構
       (B) 設計暨執行內外部數據蒐集及導入機制，包含資料加值處理及結果驗證
       (C) 開發暨上線數據服務等","台北市信義區","無薪資資訊","=HYPERLINK(""http:////www.104.com.tw/job/8bddr?jobsource=n_my104_search"")"
